mepid,result,eugroup,identifier
124760,for,ECR,171281
197493,for,ECR,171281
256922,for,ECR,171281
30123,for,ECR,171281
257025,for,ECR,171281
257114,for,ECR,171281
257090,for,ECR,171281
256925,for,ECR,171281
256806,for,ECR,171281
123562,for,ECR,171281
197475,for,ESN,171281
256951,for,ESN,171281
256929,for,ESN,171281
256948,for,ESN,171281
128483,for,ESN,171281
190574,for,ESN,171281
256808,for,ESN,171281
256942,for,ESN,171281
256941,for,ESN,171281
256957,for,ESN,171281
256924,for,ESN,171281
257262,for,ESN,171281
256944,for,ESN,171281
256959,for,ESN,171281
257255,for,ESN,171281
257070,for,ESN,171281
257062,for,ESN,171281
197763,for,ESN,171281
257260,for,ESN,171281
257069,for,ESN,171281
256858,for,NI,171281
257005,for,NI,171281
257067,for,NI,171281
257120,for,NI,171281
257007,for,NI,171281
198373,for,NI,171281
257118,for,NI,171281
249982,for,NI,171281
197691,for,PfE,171281
131580,for,PfE,171281
256852,for,PfE,171281
261797,for,PfE,171281
256998,for,PfE,171281
256881,for,PfE,171281
101039,for,PfE,171281
257024,for,PfE,171281
256878,for,PfE,171281
257064,for,PfE,171281
257072,for,PfE,171281
197829,for,PfE,171281
220840,for,PfE,171281
197786,for,PfE,171281
257131,for,PfE,171281
236050,for,PfE,171281
256886,for,PfE,171281
96826,for,PfE,171281
256834,for,PfE,171281
256874,for,PfE,171281
260724,for,PfE,171281
256853,for,PfE,171281
192254,for,PfE,171281
256857,for,PfE,171281
256876,for,PfE,171281
197628,for,PfE,171281
125052,for,PfE,171281
94649,for,PfE,171281
96830,for,PfE,171281
23816,for,PfE,171281
198176,for,PfE,171281
256842,for,PfE,171281
124715,for,PfE,171281
189065,for,PfE,171281
197627,for,PfE,171281
197528,for,PfE,171281
118949,for,PfE,171281
256909,for,PfE,171281
256996,for,PfE,171281
261038,for,PfE,171281
256954,for,PfE,171281
256872,for,PfE,171281
256895,for,PfE,171281
197623,for,PfE,171281
38511,for,PfE,171281
257054,for,PfE,171281
256843,for,PfE,171281
197687,for,PfE,171281
126699,for,PfE,171281
256877,for,PfE,171281
256893,for,PfE,171281
204414,for,PfE,171281
256844,for,PfE,171281
256882,for,PfE,171281
197690,for,PfE,171281
88552,for,PfE,171281
213330,for,PfE,171281
256871,for,PfE,171281
197825,for,PfE,171281
220897,for,PfE,171281
256991,for,PfE,171281
257050,for,PfE,171281
200345,for,PfE,171281
256888,for,PfE,171281
197580,for,PfE,171281
256850,for,PfE,171281
256875,for,PfE,171281
185771,for,PfE,171281
257125,for,PfE,171281
5736,for,PfE,171281
256859,for,PfE,171281
125001,for,PfE,171281
124875,for,PfE,171281
261796,for,PfE,171281
103246,for,PfE,171281
257155,for,The Left,171281
197795,for,The Left,171281
257140,for,The Left,171281
257135,for,The Left,171281
124813,for,The Left,171281
257133,for,The Left,171281
